FID,the_geom,KunstwerkN,Kunstenaar,LokatieBee,Lengtegraa,Breedtegra,Eigendom_v,Foto,Websitever,KunstwerkI,Contact,_timestamp
Kunstwerken.204,POINT (188059.57041741 428112.04770601),Vierdaagsemonument,Vera Tummers-van Hasselt,Prins Bernhardstraat/Waldeck Pyrmontstraat (Julianapark),"5,86686391","51,8406233",gemeente Nijmegen,233.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=233,233,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.205,POINT (187762.70149805 428893.63519495),Moenen,Piet Killaars,Stikke Hezelstraat,5.862694,51.847649,gemeente Nijmegen,244.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=244,244,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.206,POINT (187558.79360391 428985.03301231),Moeder en kind,Pépé Gregoire,Papengas,5.859717,51.848489,gemeente Nijmegen,350.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=350,350,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.207,POINT (188347.52950088 428866.8020729),Billennium monument,Raf Verjans,Voerweg,"5,87116412","51,8473800",gemeente Nijmegen,397.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=397,397,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.208,POINT (188069.9144358 428502.31472828),Ponyrijden,Pieter d'Hont,Van Broeckhuysenstraat,"5,86706866","51,8441659",gemeente Nijmegen,530.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=530,530,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.209,POINT (186465.62244615 427127.94820836),Zonnewijzer met zonnewagen,Charles Hammes,Groenestraat 310/336,"5,84410544","51,8325252",particulier,108.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=108,108,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.210,POINT (187731.88722078 428950.16802711),Het raadsel van Nijmegen,Oscar Goedhart,Achter de Smidstraat,"5,86221056","51,8481995",gemeente Nijmegen,562.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=562,562,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.211,POINT (187615.62573364 428992.02230556),Poortje met het Wapen van Nijmegen,Simon Bosboom,Begijnenstraat 29,"5,86054831","51,8485649",gemeente Nijmegen,8.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=8,8,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.212,POINT (187960.28164316 428809.34955565),Academiepoort,Onbekend,Burchtstraat 20,"5,86555514","51,8468371",gemeente Nijmegen,11.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=11,11,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.213,POINT (187969.21539403 428829.50015991),Gedeputeerdenpoort,Onbekend,Burchtstraat 20,"5,86563814","51,8471012",gemeente Nijmegen,12.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=12,12,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.214,POINT (187820.81363687 428923.63640541),Gevelsteen 'De Blaauwe Hand',Onbekend,Achter de Hoofdwacht 3,"5,86346233","51,8479467",particulier,13.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=13,13,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.215,POINT (188083.49021921 428918.35929173),Poort van de Hof van Batenburg,Onbekend,Sint Anthoniusplaats 1,"5,86727237","51,8478156",particulier,14.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=14,14,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.216,POINT (187691.88964397 429104.82237316),Zeemeermin,Onbekend,Oude Haven 104,"5,86167190","51,8495582",particulier,15.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=15,15,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.217,POINT (187621.53806699 428984.31834655),Poort Protestants Kinderen Weeshuis,Onbekend,Begijnenstraat 29,"5,86062360","51,8484990",gemeente Nijmegen,16.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=16,16,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.218,POINT (187607.60394879 429012.70777864),Poort Roomsch Katholiek Kinderen Weeshuis,Pieter van der Kemp,Begijnenstraat 29,"5,86041019","51,8487436",gemeente Nijmegen,18.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=18,18,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.219,POINT (188071.44990842 429058.11716882),Gevelsteen met Waterstand 1861,Onbekend,Waalkade 65,"5,86718873","51,8491364",particulier,19.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=19,19,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.220,POINT (188374.82182359 426613.53659661),Dominicus,Wilhelm Mengelberg,Heyendaalseweg 121 (Albertinum),"5,87131094","51,8270344",particulier,20.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=20,20,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.221,POINT (187484.07502089 428515.0622878),Sint Jozef,Onbekend,Van Berchenstraat (Kolpinghuis),"5,85847991","51,8443204",particulier,21.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=21,21,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.222,POINT (187497.91981747 428493.81785934),Wapen,Onbekend,Smetiusstraat (Kolpinghuis),"5,85871678","51,8441521",particulier,22.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=22,22,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.223,POINT (187827.80754623 428911.28737044),Vier leeuwen,Henri Leeuw sr.,Grote markt (Waaggebouw),"5,86362605","51,8478107",gemeente Nijmegen,25.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=25,25,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.224,POINT (187429.67765832 428698.16516301),Leeuw,Henri Leeuw jr.,Kronenburgerpark,"5,85780483","51,8459542",gemeente Nijmegen,26.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=26,26,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.225,POINT (187429.67776406 428698.16521588),Leeuw,Henri Leeuw sr.,Kronenburgerpark,"5,85780483","51,8459542",gemeente Nijmegen,26.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=26,26,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.226,POINT (187831.64653284 428910.05712625),Vier stadswapens,Henri Leeuw sr.,Grote Markt (Waaggebouw),"5,86369593","51,8478125",gemeente Nijmegen,27.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=27,27,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.227,POINT (187836.8302173 428904.86540833),Twee paar Karyatiden (kraagstenen),Henri Leeuw sr.,Grote Markt (Waaggebouw),5.863739,51.847744,gemeente Nijmegen,28.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=28,28,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.228,POINT (188432.90487987 428878.02985879),Stadswapen,Henri Leeuw jr.,Hunnerpark (Belvédère),"5,87240419","51,8474758",gemeente Nijmegen,29.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=29,29,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.229,POINT (188432.90487987 428878.02985879),Stadswapen,Henri Leeuw sr.,Hunnerpark (Belvédère),"5,87240419","51,8474758",gemeente Nijmegen,29.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=29,29,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.230,POINT (188206.48443542 428499.51293742),Wapen,Onbekend,Van der Brugghenstraat 5,"5,86908191","51,8440872",particulier,30.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=30,30,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.231,POINT (187529.93486451 428612.67699789),Reliëf (Landschap met molen),Onbekend,Van Berchenstraat 35,"5,85925777","51,8451426",particulier,31.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=31,31,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.232,POINT (187475.76094254 428510.53034562),"Katholieke Gezellenvereeniging, gedenksteen",Onbekend,Van Berchenstraat (Konlpinghuis),"5,85852424","51,8442790",particulier,33.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=33,33,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.233,POINT (187978.72905396 428825.95162471),Zeven medaillons met deugden,Martinus van Dijk,Burchtstraat (voorgevel stadhuis),"5,86582684","51,8470588",gemeente Nijmegen,88.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=88,88,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.234,POINT (187894.79364995 428151.1380878),Saint Louis,Ed van Teeseling,Bijleveldsingel 153 (tuin Stichting KION),"5,86452614","51,8410134",particulier,104.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=104,104,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.235,POINT (187098.70671115 428427.78340681),Negen leeuwen,E.A.F. Bourgonjon,Stationsplein (muurvlakken tussen het 1e perron en de hal),"5,85300012","51,8435074",particulier,34.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=34,34,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.236,POINT (187818.71210725 428304.23420966),Leeuw,Henri Leeuw sr.,Oranjesingel 14,"5,86341265","51,8423821",particulier,35.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=35,35,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.237,POINT (187336.23053683 428171.30624033),Franciscus,Onbekend,Van Oldenbarneveldtstraat 4,"5,85638541","51,8412207",particulier,36.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=36,36,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.238,POINT (188443.18215468 427383.56236272),Leeuw,Onbekend,Groesbeekseweg (gevel Krayenhoffkazerne),"5,87236642","51,8340911",particulier,38.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=38,38,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.239,POINT (188545.68345275 427233.00971265),Leeuw,Onbekend,Gelderselaan 3 (gevel Snijderskazerne),"5,87382225","51,8327441",particulier,39.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=39,39,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.240,POINT (188512.80346059 428243.31371547),Vincentius Ferrerius,Onbekend,Dominicanenstraat 6,"5,87347833","51,8418239",particulier,40.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=40,40,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.241,POINT (188498.4496766 428064.54224778),Portretmedaillon,Onbekend,Dominicanenstraat 145-147,"5,87324521","51,8401788",particulier,41.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=41,41,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.242,POINT (186716.4625664 426965.00805631),Madonna,Onbekend,Dobbelmannweg 1,"5,84731902","51,8303817",particulier,42.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=42,42,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.243,POINT (186699.18141879 426871.86582231),Johanna de Lestonnac,Onbekend,Dobbelmannweg 5,"5,84705212","51,8293176",gemeente Nijmegen,43.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=43,43,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.244,POINT (187630.30032775 428206.53620757),Reliëfs over zang en theater,Henri Leeuw jr.,Keizer Karelplein (De Vereeniging),"5,86059162","51,8415487",gemeente Nijmegen,45.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=45,45,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.245,POINT (188083.5538119 428540.73286615),Tien Mercuriuskoppen en een leeuwenkop,Wim Retera,Mariënburg 67,"5,867302","51,844465",particulier,49.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=49,49,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.246,POINT (187352.13258525 427833.64823373),Madonna,Onbekend,De Ruyterstraat 61,"5,85662189","51,8381526",particulier,50.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=50,50,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.247,POINT (188166.1910684 428632.6298661),Mercuriuskop,Egidius Everaerts,Hertogstraat 70,"5,86841741","51,8452991",particulier,52.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=52,52,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.248,POINT (187058.54300622 426708.17583521),Masker (hoekelement),Gijs Jacobs van den Hof,Marterstraat 45,"5,852325","51,828380",particulier,56.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=56,56,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.249,POINT (185212.23125769 428004.70608429),Bank,Jan van Rijckevorsel,Bredestraat/Kerkstraat/Korte Bredestraat,"5,82558845","51,8398102",gemeente Nijmegen,57.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=57,57,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.250,POINT (185212.23125769 428004.70608429),Bank,Jan van Vucht Tyssen,Bredestraat/Kerkstraat/Korte Bredestraat,"5,82558845","51,8398102",gemeente Nijmegen,57.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=57,57,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.251,POINT (188495.93633573 428328.00989203),Dominicus en Albertus Magnus,Jac Maris,Berg en Dalseweg 40 (Maria Geboortekerk),"5,87321772","51,8425393",particulier,58.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=58,58,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.252,POINT (188888.85470509 428066.59090427),Vier gevelbeelden,Egidius Everaerts,Berg en Dalseweg 81,"5,87887280","51,8402093",particulier,61.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=61,61,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.253,POINT (186097.46151466 427396.73610122),Johannes van Saguntum,Chris Tissen,Graafseweg 274,"5,83837820","51,8342970",particulier,62.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=62,62,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.254,POINT (186097.46151466 427396.73610122),Johannes van Saguntum,Joseph Tissen,Graafseweg 274,"5,83837820","51,8342970",particulier,62.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=62,62,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.255,POINT (188115.53935909 424935.08729353),Madonna,Onbekend,Heyendaalseweg 239,"5,86742049","51,8120552",particulier,65.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=65,65,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.256,POINT (187620.58497 428920.53214663),Gedenksteen W.L.P.A. Molengraaff,Onbekend,Lange Hezelstraat 16,5.860616,51.847896,particulier,71.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=71,71,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.257,POINT (187977.02839998 428714.60247148),Kopje,Albert Meertens,Nieuwstraat (stadhuis),"5,86565541","51,8460803",gemeente Nijmegen,78.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=78,78,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.258,POINT (187360.92902614 428993.89250071),"Gedenksteen voor Jan van Hoof, redder der Waalbrug",Onbekend,Joris Ivensplein,"5,85666127","51,8486404",gemeente Nijmegen,80.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=80,80,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.259,POINT (188268.01432343 427239.6627852),"Maria, Middelares",,Heyendaalseweg 59,"5,86982265","51,8328065",particulier,85.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=85,85,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.260,POINT (188094.56011749 428923.49842293),Reliëf (Man die ton rolt),Ed van Teeseling,Sint Anthoniusplaats 13,5.867503,51.847892,particulier,87.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=87,87,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.261,POINT (187983.49839084 428823.95175393),Achttien hoofden,Martinus van Dijk,Burchtstraat (stadhuis),"5,86588919","51,8470413",gemeente Nijmegen,89.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=89,89,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.262,POINT (188076.2296573 425442.35213069),Kruisbeeld,Charles Grips,Heyendaalseweg/Houtlaan,"5,86678496","51,8165258",particulier,90.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=90,90,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.263,POINT (188507.30962783 428345.21888852),Mariabeeld,Albert Meertens,Berg en Dalseweg 40 (Maria Geboortekerk),"5,87338065","51,8426349",particulier,91.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=91,91,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.264,POINT (187306.12277352 428356.5461089),De Barmhartige Samaritaan,Pieter d'Hont,Van Schaeck Mathonsingel 12,"5,85597353","51,8428679",particulier,92.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=92,92,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.265,POINT (187699.68042807 428478.83116405),Plaquette,Bernard Fokkinga,Molenstraat 122,"5,86158701","51,8439737",particulier,93.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=93,93,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.266,POINT (187618.24345646 428765.42677707),Tronende madonna,Joop Goldenbeld,Doddendaal 20,5.860571,51.846512,particulier,98.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=98,98,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.267,POINT (184637.7963566 425592.5829877),Monument voor de gesneuvelde Nederlandse militairen uit de Tweede Wereldoorlog,Jac Maris,In depot,5.817281,51.818154,gemeente Nijmegen,105.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=105,105,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.268,POINT (187111.25640423 428364.87908894),Drie staande figuren,Jo Uiterwaal,Stationsplein,"5,85311697","51,8429717",particulier,110.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=110,110,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.269,POINT (186520.6886959 427685.03601805),Sculptuur,,Derde van Hezewijkstraat,"5,84454470","51,8368645",gemeente Nijmegen,353.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=353,353,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.270,POINT (188183.34978901 428535.56816571),Schikgodinnen,Oscar Goedhart,Hertogplein,5.868756,51.844417,gemeente Nijmegen,349.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=349,349,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.271,POINT (187760.96918305 428878.95189707),Sculptuur,Oscar Goedhart,Stikke Hezelstraat,5.862653,51.847524,gemeente Nijmegen,325.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=325,325,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
